102	덕또	빛	300	0	1	1	1	1
103	마우또	빛	300	0	1	1	1	1
104	렙또	빛	300	0	1	1	1	1
105	렛또	빛	300	0	1	1	1	1
106	우가킹	빛	300	0	1	1	1	1
107	덕또	빛	300	0	1	1	1	1
108	마우또	빛	300	0	1	1	1	1
109	렙또	빛	300	0	1	1	1	1
110	렛또	빛	300	0	1	1	1	1
111	우가킹	빛	300	0	1	1	1	1
112	덕또	빛	300	0	1	1	1	1
113	마우또	빛	300	0	1	1	1	1
114	렙또	빛	300	0	1	1	1	1
115	렛또	빛	300	0	1	1	1	1
116	우가킹	빛	300	0	1	1	1	1
117	덕또	빛	300	0	1	1	1	1
118	마우또	빛	300	0	1	1	1	1
119	렙또	빛	300	0	1	1	1	1
120	렛또	빛	300	0	1	1	1	1
121	우가킹	빛	300	0	1	1	1	1
122	덕또	빛	300	0	1	1	1	1
123	마우또	빛	300	0	1	1	1	1
124	렙또	빛	300	0	1	1	1	1
125	렛또	빛	300	0	1	1	1	1
126	우가킹	빛	300	0	1	1	1	1
127	덕또	빛	300	0	1	1	1	1
128	마우또	빛	300	0	1	1	1	1
129	렙또	빛	300	0	1	1	1	1
130	렛또	빛	300	0	1	1	1	1
131	우가킹	빛	300	0	1	1	1	1
132	덕또	빛	300	0	1	1	1	1
133	마우또	빛	300	0	1	1	1	1
134	렙또	빛	300	0	1	1	1	1
135	렛또	빛	300	0	1	1	1	1
136	우가킹	빛	300	0	1	1	1	1
137	덕또	빛	300	0	1	1	1	1
138	마우또	빛	300	0	1	1	1	1
139	렙또	빛	300	0	1	1	1	1
140	렛또	빛	300	0	1	1	1	1
141	우가킹	빛	300	0	1	1	1	1
142	덕또	빛	300	0	1	1	1	1
143	마우또	빛	300	0	1	1	1	1
144	렙또	빛	300	0	1	1	1	1
145	렛또	빛	300	0	1	1	1	1
146	우가킹	빛	300	0	1	1	1	1
147	덕또	빛	300	0	1	1	1	1
148	마우또	빛	300	0	1	1	1	1
149	렙또	빛	300	0	1	1	1	1
150	렛또	빛	300	0	1	1	1	1
151	우가킹	빛	300	0	1	1	1	1
152	덕또	빛	300	0	1	1	1	1
153	마우또	빛	300	0	1	1	1	1
154	렙또	빛	300	0	1	1	1	1
155	렛또	빛	300	0	1	1	1	1
156	우가킹	빛	300	0	1	1	1	1
157	덕또	빛	300	0	1	1	1	1
158	마우또	빛	300	0	1	1	1	1
159	렙또	빛	300	0	1	1	1	1
160	렛또	빛	300	0	1	1	1	1
161	우가킹	빛	300	0	1	1	1	1
162	덕또	빛	300	0	1	1	1	1
163	마우또	빛	300	0	1	1	1	1
164	렙또	빛	300	0	1	1	1	1
165	렛또	빛	300	0	1	1	1	1
166	우가킹	빛	300	0	1	1	1	1
167	덕또	빛	300	0	1	1	1	1
168	마우또	빛	300	0	1	1	1	1
169	렙또	빛	300	0	1	1	1	1
170	렛또	빛	300	0	1	1	1	1
171	우가킹	빛	300	0	1	1	1	1
172	덕또	빛	300	0	1	1	1	1
173	마우또	빛	300	0	1	1	1	1
174	렙또	빛	300	0	1	1	1	1
175	렛또	빛	300	0	1	1	1	1
176	우가킹	빛	300	0	1	1	1	1
177	덕또	빛	300	0	1	1	1	1
178	마우또	빛	300	0	1	1	1	1
179	렙또	빛	300	0	1	1	1	1
180	렛또	빛	300	0	1	1	1	1
181	우가킹	빛	300	0	1	1	1	1
182	덕또	빛	300	0	1	1	1	1
183	마우또	빛	300	0	1	1	1	1
184	렙또	빛	300	0	1	1	1	1
185	렛또	빛	300	0	1	1	1	1
186	우가킹	빛	300	0	1	1	1	1
187	덕또	빛	300	0	1	1	1	1
188	마우또	빛	300	0	1	1	1	1
189	렙또	빛	300	0	1	1	1	1
190	렛또	빛	300	0	1	1	1	1
191	우가킹	빛	300	0	1	1	1	1
192	덕또	빛	300	0	1	1	1	1
193	마우또	빛	300	0	1	1	1	1
194	렙또	빛	300	0	1	1	1	1
195	렛또	빛	300	0	1	1	1	1
196	우가킹	빛	300	0	1	1	1	1
197	덕또	빛	300	0	1	1	1	1
198	마우또	빛	300	0	1	1	1	1
199	렙또	빛	300	0	1	1	1	1
200	렛또	빛	300	0	1	1	1	1
201	우가킹	빛	300	0	1	1	1	1
202	덕또	빛	300	0	1	1	1	1
203	마우또	빛	300	0	1	1	1	1
204	렙또	빛	300	0	1	1	1	1
205	렛또	빛	300	0	1	1	1	1
206	우가킹	빛	300	0	1	1	1	1
207	덕또	빛	300	0	1	1	1	1
208	마우또	빛	300	0	1	1	1	1
209	렙또	빛	300	0	1	1	1	1
210	렛또	빛	300	0	1	1	1	1
211	우가킹	빛	300	0	1	1	1	1
212	덕또	빛	300	0	1	1	1	1
213	마우또	빛	300	0	1	1	1	1
214	렙또	빛	300	0	1	1	1	1
215	렛또	빛	300	0	1	1	1	1
216	우가킹	빛	300	0	1	1	1	1
217	덕또	빛	300	0	1	1	1	1
218	마우또	빛	300	0	1	1	1	1
219	렙또	빛	300	0	1	1	1	1
220	렛또	빛	300	0	1	1	1	1
221	우가킹	빛	300	0	1	1	1	1
222	덕또	빛	300	0	1	1	1	1
223	마우또	빛	300	0	1	1	1	1
224	렙또	빛	300	0	1	1	1	1
225	렛또	빛	300	0	1	1	1	1
226	우가킹	빛	300	0	1	1	1	1
227	덕또	빛	300	0	1	1	1	1
228	마우또	빛	300	0	1	1	1	1
229	렙또	빛	300	0	1	1	1	1
230	렛또	빛	300	0	1	1	1	1
231	우가킹	빛	300	0	1	1	1	1
232	덕또	빛	300	0	1	1	1	1
233	마우또	빛	300	0	1	1	1	1
234	렙또	빛	300	0	1	1	1	1
235	렛또	빛	300	0	1	1	1	1
236	우가킹	빛	300	0	1	1	1	1
237	덕또	빛	300	0	1	1	1	1
238	마우또	빛	300	0	1	1	1	1
239	렙또	빛	300	0	1	1	1	1
240	렛또	빛	300	0	1	1	1	1
241	우가킹	빛	300	0	1	1	1	1
242	덕또	빛	300	0	1	1	1	1
243	마우또	빛	300	0	1	1	1	1
244	렙또	빛	300	0	1	1	1	1
245	렛또	빛	300	0	1	1	1	1
246	우가킹	빛	300	0	1	1	1	1
247	덕또	빛	300	0	1	1	1	1
248	마우또	빛	300	0	1	1	1	1
249	렙또	빛	300	0	1	1	1	1
250	렛또	빛	300	0	1	1	1	1
251	우가킹	빛	300	0	1	1	1	1
252	덕또	빛	300	0	1	1	1	1
253	마우또	빛	300	0	1	1	1	1
254	렙또	빛	300	0	1	1	1	1
255	렛또	빛	300	0	1	1	1	1
256	우가킹	빛	300	0	1	1	1	1
257	덕또	빛	300	0	1	1	1	1
258	마우또	빛	300	0	1	1	1	1
259	렙또	빛	300	0	1	1	1	1
260	렛또	빛	300	0	1	1	1	1
261	우가킹	빛	300	0	1	1	1	1
262	덕또	빛	300	0	1	1	1	1
263	마우또	빛	300	0	1	1	1	1
264	렙또	빛	300	0	1	1	1	1
265	렛또	빛	300	0	1	1	1	1
266	우가킹	빛	300	0	1	1	1	1
267	덕또	빛	300	0	1	1	1	1
268	마우또	빛	300	0	1	1	1	1
269	렙또	빛	300	0	1	1	1	1
270	렛또	빛	300	0	1	1	1	1
271	우가킹	빛	300	0	1	1	1	1
272	덕또	빛	300	0	1	1	1	1
273	마우또	빛	300	0	1	1	1	1
274	렙또	빛	300	0	1	1	1	1
275	렛또	빛	300	0	1	1	1	1
276	우가킹	빛	300	0	1	1	1	1
277	덕또	빛	300	0	1	1	1	1
278	마우또	빛	300	0	1	1	1	1
279	렙또	빛	300	0	1	1	1	1
280	렛또	빛	300	0	1	1	1	1
281	우가킹	빛	300	0	1	1	1	1
282	덕또	빛	300	0	1	1	1	1
283	마우또	빛	300	0	1	1	1	1
284	렙또	빛	300	0	1	1	1	1
285	렛또	빛	300	0	1	1	1	1
286	우가킹	빛	300	0	1	1	1	1
287	덕또	빛	300	0	1	1	1	1
288	마우또	빛	300	0	1	1	1	1
289	렙또	빛	300	0	1	1	1	1
290	렛또	빛	300	0	1	1	1	1
291	우가킹	빛	300	0	1	1	1	1
292	덕또	빛	300	0	1	1	1	1
293	마우또	빛	300	0	1	1	1	1
294	렙또	빛	300	0	1	1	1	1
295	렛또	빛	300	0	1	1	1	1
296	우가킹	빛	300	0	1	1	1	1
297	덕또	빛	300	0	1	1	1	1
298	마우또	빛	300	0	1	1	1	1
299	렙또	빛	300	0	1	1	1	1
300	렛또	빛	300	0	1	1	1	1
